time,loss,mse_loss,val_loss,val_mse_loss,lr
1.1762399673461914,-0.872,0.154,-0.057,0.848,9.7355e-05
1.1652727127075195,-1.025,0.065,-0.058,0.827,9.7253e-05
1.162233591079712,-1.078,0.075,-0.056,0.812,9.7150e-05
1.1613197326660156,-0.967,0.076,-0.031,0.829,9.7044e-05
1.1616852283477783,-0.959,0.127,0.020,0.873,9.6937e-05
1.167419195175171,-1.025,0.071,0.099,0.954,9.6827e-05
1.3780956268310547,-0.920,0.143,0.162,1.010,9.6716e-05
1.165459156036377,-0.938,0.139,0.202,1.043,9.6604e-05
1.1645166873931885,-0.940,0.079,0.222,1.046,9.6489e-05
1.1632118225097656,-1.057,0.116,0.226,1.030,9.6372e-05
1.1595494747161865,-0.896,0.143,0.221,1.009,9.6254e-05
1.1640093326568604,-0.921,0.142,0.198,0.987,9.6134e-05
1.1675350666046143,-0.879,0.145,0.187,0.991,9.6012e-05
1.1633172035217285,-0.879,0.156,0.172,0.992,9.5888e-05
1.164461612701416,-0.967,0.086,0.165,0.999,9.5762e-05
1.167024850845337,-1.112,0.102,0.134,0.966,9.5635e-05
1.1652393341064453,-0.995,0.152,0.092,0.909,9.5505e-05
1.165804147720337,-1.061,0.090,0.040,0.837,9.5374e-05
1.1617910861968994,-0.901,0.158,0.005,0.776,9.5241e-05
1.3655405044555664,-0.999,0.105,-0.023,0.724,9.5107e-05
56.54795813560486,-0.967,0.132,-0.021,0.701,9.4970e-05
85.07596111297607,-1.141,0.089,-0.001,0.701,9.4832e-05
1.1820330619812012,-1.141,0.059,0.019,0.713,9.4692e-05
1.1683223247528076,-0.969,0.068,0.047,0.741,9.4550e-05
1.1628971099853516,-1.015,0.118,0.067,0.760,9.4407e-05
1.1606059074401855,-1.126,0.065,0.091,0.783,9.4262e-05
1.1620092391967773,-0.953,0.117,0.114,0.803,9.4115e-05
1.1597318649291992,-1.141,0.101,0.121,0.808,9.3966e-05
1.1586253643035889,-1.077,0.065,0.129,0.828,9.3815e-05
1.1591413021087646,-1.112,0.090,0.154,0.864,9.3663e-05
1.1603639125823975,-1.101,0.089,0.185,0.902,9.3509e-05
1.1645848751068115,-1.028,0.113,0.195,0.912,9.3354e-05
1.1653776168823242,-1.177,0.088,0.197,0.911,9.3196e-05
1.165668249130249,-1.193,0.056,0.162,0.868,9.3037e-05
1.1602911949157715,-1.019,0.104,0.125,0.813,9.2876e-05
1.1756837368011475,-1.180,0.095,0.118,0.777,9.2714e-05
1.1645805835723877,-1.077,0.090,0.127,0.763,9.2550e-05
1.1585450172424316,-1.115,0.116,0.134,0.773,9.2384e-05
1.1597485542297363,-1.118,0.068,0.154,0.784,9.2216e-05
1.1671514511108398,-1.283,0.050,0.172,0.780,9.2047e-05
1.1643552780151367,-1.042,0.073,0.195,0.780,9.1876e-05
1.164088487625122,-1.208,0.092,0.179,0.751,9.1704e-05
1.1658236980438232,-1.158,0.056,0.167,0.715,9.1530e-05
1.1692826747894287,-1.120,0.077,0.176,0.686,9.1354e-05
1.1663463115692139,-1.148,0.059,0.198,0.680,9.1177e-05
1.1589133739471436,-0.990,0.083,0.201,0.707,9.0998e-05
1.1598222255706787,-1.148,0.063,0.223,0.743,9.0817e-05
1.1635737419128418,-1.136,0.085,0.288,0.803,9.0635e-05
1.1605019569396973,-1.221,0.069,0.361,0.852,9.0451e-05
1.1619763374328613,-0.963,0.103,0.304,0.842,9.0265e-05
1.1591098308563232,-1.056,0.079,0.236,0.811,9.0078e-05
1.166823387145996,-1.118,0.094,0.217,0.778,8.9890e-05
1.1654455661773682,-1.265,0.062,0.220,0.753,8.9700e-05
1.1656885147094727,-1.105,0.054,0.187,0.732,8.9508e-05
1.1669046878814697,-1.011,0.096,0.142,0.728,8.9314e-05
1.1678225994110107,-1.269,0.038,0.154,0.734,8.9120e-05
1.163954257965088,-1.144,0.071,0.223,0.753,8.8923e-05
1.1621620655059814,-1.091,0.061,0.202,0.738,8.8725e-05
1.6312432289123535,-1.116,0.068,0.116,0.685,8.8526e-05
1.163942813873291,-1.221,0.065,0.119,0.659,8.8325e-05
1.1768991947174072,-1.256,0.075,0.167,0.658,8.8122e-05
1.1596672534942627,-1.267,0.068,0.209,0.685,8.7918e-05
1.1585099697113037,-1.208,0.069,0.242,0.716,8.7713e-05
1.1586887836456299,-1.213,0.069,0.290,0.754,8.7506e-05
1.1619272232055664,-1.357,0.043,0.353,0.793,8.7297e-05
1.1690514087677002,-1.312,0.073,0.374,0.793,8.7087e-05
1.1636016368865967,-1.105,0.077,0.305,0.756,8.6876e-05
1.1645944118499756,-1.217,0.060,0.245,0.710,8.6663e-05
1.1643662452697754,-1.211,0.073,0.218,0.690,8.6448e-05
1.1660003662109375,-1.250,0.059,0.207,0.678,8.6233e-05
1.1663844585418701,-1.324,0.065,0.205,0.673,8.6015e-05
1.1623001098632812,-1.265,0.057,0.222,0.675,8.5797e-05
1.1663031578063965,-1.358,0.046,0.246,0.685,8.5577e-05
1.17500638961792,-1.462,0.030,0.300,0.702,8.5355e-05
1.1597833633422852,-1.348,0.071,0.317,0.697,8.5133e-05
1.1633083820343018,-1.203,0.077,0.290,0.674,8.4908e-05
1.1673893928527832,-1.338,0.082,0.268,0.643,8.4683e-05
1.1641349792480469,-1.379,0.062,0.255,0.628,8.4456e-05
1.1587817668914795,-1.316,0.064,0.245,0.619,8.4227e-05
1.1626441478729248,-1.297,0.061,0.260,0.624,8.3998e-05
1.1599621772766113,-1.389,0.044,0.263,0.620,8.3767e-05
1.159773588180542,-1.186,0.080,0.257,0.612,8.3534e-05
1.159839153289795,-1.395,0.066,0.248,0.598,8.3301e-05
1.159477710723877,-1.276,0.090,0.257,0.604,8.3066e-05
1.1672148704528809,-1.360,0.051,0.286,0.616,8.2829e-05
1.16965913772583,-1.462,0.041,0.328,0.641,8.2592e-05
1.1764068603515625,-1.317,0.102,0.371,0.664,8.2353e-05
1.164719581604004,-1.330,0.039,0.431,0.690,8.2113e-05
1.1653823852539062,-1.381,0.049,0.431,0.691,8.1871e-05
1.1646530628204346,-1.307,0.049,0.371,0.669,8.1629e-05
1.1596462726593018,-1.353,0.058,0.297,0.631,8.1385e-05
1.1629180908203125,-1.485,0.045,0.233,0.588,8.1139e-05
1.1597521305084229,-1.419,0.032,0.200,0.567,8.0893e-05
1.1604406833648682,-1.374,0.059,0.181,0.553,8.0645e-05
1.1675472259521484,-1.423,0.032,0.196,0.557,8.0397e-05
1.1663615703582764,-1.398,0.066,0.241,0.573,8.0146e-05
1.1643328666687012,-1.444,0.034,0.281,0.588,7.9895e-05
16.544054746627808,-1.430,0.039,0.349,0.619,7.9643e-05
1.162355661392212,-1.325,0.070,0.438,0.649,7.9389e-05
1.1594595909118652,-1.435,0.039,0.537,0.676,7.9135e-05
1.1623384952545166,-1.324,0.057,0.541,0.665,7.8879e-05
1.1662781238555908,-1.498,0.041,0.538,0.655,7.8622e-05
1.163719892501831,-1.405,0.051,0.510,0.641,7.8363e-05
1.1665425300598145,-1.541,0.052,0.440,0.614,7.8104e-05
1.1649668216705322,-1.488,0.056,0.394,0.600,7.7844e-05
1.1593246459960938,-1.529,0.037,0.356,0.589,7.7582e-05
1.163170337677002,-1.375,0.047,0.333,0.579,7.7320e-05
1.1684279441833496,-1.619,0.025,0.347,0.586,7.7056e-05
1.1668014526367188,-1.413,0.042,0.352,0.588,7.6791e-05
1.1634457111358643,-1.557,0.034,0.395,0.602,7.6526e-05
1.1675324440002441,-1.586,0.033,0.428,0.609,7.6259e-05
1.1654331684112549,-1.485,0.054,0.441,0.603,7.5991e-05
1.1646366119384766,-1.424,0.040,0.471,0.600,7.5722e-05
1.1669979095458984,-1.566,0.036,0.534,0.609,7.5452e-05
1.1656615734100342,-1.563,0.042,0.606,0.618,7.5181e-05
1.1652684211730957,-1.551,0.049,0.669,0.628,7.4909e-05
1.1614875793457031,-1.313,0.048,0.676,0.627,7.4636e-05
1.1640722751617432,-1.501,0.041,0.627,0.619,7.4363e-05
1.1639173030853271,-1.436,0.042,0.551,0.604,7.4088e-05
1.1672794818878174,-1.399,0.037,0.497,0.592,7.3812e-05
1.1671319007873535,-1.439,0.045,0.446,0.579,7.3535e-05
1.1658010482788086,-1.483,0.058,0.427,0.580,7.3258e-05
1.1628851890563965,-1.438,0.063,0.422,0.588,7.2979e-05
1.162919282913208,-1.523,0.038,0.446,0.602,7.2700e-05
1.178288459777832,-1.532,0.044,0.505,0.628,7.2419e-05
1.1624326705932617,-1.392,0.059,0.559,0.644,7.2138e-05
1.1663415431976318,-1.463,0.037,0.522,0.628,7.1856e-05
1.1598544120788574,-1.520,0.033,0.502,0.609,7.1573e-05
1.1621809005737305,-1.595,0.037,0.509,0.604,7.1289e-05
1.1617369651794434,-1.544,0.037,0.522,0.615,7.1004e-05
1.1655728816986084,-1.437,0.034,0.584,0.640,7.0719e-05
1.1648576259613037,-1.530,0.044,0.666,0.655,7.0432e-05
1.1681783199310303,-1.382,0.043,0.558,0.621,7.0145e-05
1.1623592376708984,-1.490,0.043,0.471,0.589,6.9857e-05
1.168386697769165,-1.493,0.054,0.456,0.568,6.9569e-05
1.165398359298706,-1.385,0.042,0.466,0.580,6.9279e-05
1.1649270057678223,-1.586,0.038,0.517,0.610,6.8989e-05
1.161815881729126,-1.563,0.023,0.688,0.662,6.8698e-05
1.1659274101257324,-1.524,0.034,0.797,0.700,6.8406e-05
1.1632254123687744,-1.393,0.038,0.722,0.680,6.8114e-05
1.16306471824646,-1.610,0.048,0.638,0.642,6.7821e-05
1.1600701808929443,-1.495,0.031,0.616,0.605,6.7527e-05
1.1711325645446777,-1.412,0.035,0.597,0.593,6.7232e-05
1.168527603149414,-1.415,0.044,0.596,0.605,6.6937e-05
1.1660754680633545,-1.487,0.032,0.689,0.632,6.6641e-05
1.1677155494689941,-1.468,0.042,0.768,0.650,6.6344e-05
1.1662113666534424,-1.463,0.050,0.694,0.633,6.6047e-05
1.1654906272888184,-1.530,0.035,0.595,0.603,6.5749e-05
1.1681244373321533,-1.536,0.042,0.525,0.565,6.5451e-05
1.1662745475769043,-1.648,0.020,0.512,0.550,6.5152e-05
1.1761102676391602,-1.486,0.031,0.524,0.551,6.4852e-05
1.1661615371704102,-1.533,0.046,0.603,0.565,6.4552e-05
1.1637294292449951,-1.516,0.046,0.732,0.582,6.4251e-05
1.1644468307495117,-1.471,0.034,0.831,0.597,6.3950e-05
1.1649181842803955,-1.600,0.024,0.840,0.603,6.3648e-05
1.166844367980957,-1.502,0.051,0.765,0.591,6.3345e-05
1.1647143363952637,-1.622,0.030,0.754,0.580,6.3042e-05
1.1615467071533203,-1.464,0.043,0.728,0.570,6.2739e-05
1.1627416610717773,-1.481,0.034,0.722,0.585,6.2435e-05
1.1613006591796875,-1.409,0.029,0.764,0.620,6.2130e-05
1.1672725677490234,-1.627,0.036,0.873,0.672,6.1825e-05
1.1690785884857178,-1.464,0.073,0.910,0.686,6.1520e-05
1.16864013671875,-1.620,0.035,0.862,0.673,6.1214e-05
1.1825618743896484,-1.535,0.050,0.751,0.631,6.0907e-05
1.1656568050384521,-1.594,0.039,0.711,0.600,6.0600e-05
1.1663014888763428,-1.571,0.019,0.737,0.586,6.0293e-05
1.1669044494628906,-1.431,0.055,0.755,0.586,5.9986e-05
1.1679730415344238,-1.541,0.033,0.779,0.602,5.9678e-05
1.1606223583221436,-1.670,0.026,0.818,0.616,5.9369e-05
1.1625165939331055,-1.617,0.034,0.858,0.620,5.9060e-05
1.1656818389892578,-1.692,0.022,0.785,0.597,5.8751e-05
1.1658780574798584,-1.535,0.046,0.656,0.557,5.8442e-05
1.1708533763885498,-1.606,0.033,0.567,0.528,5.8132e-05
1.1660428047180176,-1.569,0.050,0.531,0.510,5.7822e-05
1.1634926795959473,-1.686,0.020,0.544,0.506,5.7511e-05
1.1803271770477295,-1.698,0.037,0.567,0.503,5.7201e-05
1.1629691123962402,-1.628,0.033,0.578,0.508,5.6890e-05
1.1633329391479492,-1.609,0.051,0.586,0.515,5.6578e-05
1.1621923446655273,-1.580,0.038,0.635,0.531,5.6267e-05
1.1635799407958984,-1.568,0.027,0.712,0.559,5.5955e-05
1.1604833602905273,-1.703,0.018,0.769,0.578,5.5643e-05
1.1668365001678467,-1.719,0.028,0.883,0.608,5.5331e-05
1.164546251296997,-1.698,0.028,0.938,0.616,5.5018e-05
1.1658852100372314,-1.559,0.041,1.003,0.626,5.4705e-05
1.1677775382995605,-1.606,0.041,1.027,0.628,5.4393e-05
1.1658599376678467,-1.575,0.031,0.963,0.606,5.4080e-05
1.1638038158416748,-1.695,0.021,0.855,0.571,5.3766e-05
1.1669771671295166,-1.509,0.040,0.776,0.544,5.3453e-05
1.1647815704345703,-1.550,0.026,0.730,0.530,5.3140e-05
1.1616482734680176,-1.607,0.042,0.726,0.523,5.2826e-05
1.167006254196167,-1.703,0.037,0.728,0.522,5.2512e-05
1.1674282550811768,-1.684,0.027,0.737,0.522,5.2198e-05
1.5279340744018555,-1.589,0.039,0.746,0.520,5.1885e-05
1.1656746864318848,-1.676,0.025,0.741,0.517,5.1571e-05
1.1644387245178223,-1.692,0.031,0.754,0.516,5.1257e-05
1.1645293235778809,-1.638,0.040,0.819,0.534,5.0942e-05
1.1609246730804443,-1.580,0.025,0.908,0.560,5.0628e-05
1.7315127849578857,-1.542,0.039,0.991,0.578,5.0314e-05
1.1615216732025146,-1.601,0.042,1.037,0.588,5.0000e-05
1.1596260070800781,-1.678,0.030,1.021,0.579,4.9686e-05
1.167440414428711,-1.555,0.043,0.996,0.565,4.9372e-05
1.1613080501556396,-1.768,0.045,0.991,0.553,4.9058e-05
1.1605360507965088,-1.726,0.032,0.975,0.545,4.8744e-05
1.1663107872009277,-1.624,0.031,0.969,0.540,4.8430e-05
1.1629292964935303,-1.575,0.031,0.958,0.535,4.8116e-05
1.1677885055541992,-1.675,0.024,0.920,0.522,4.7802e-05
1.1669063568115234,-1.755,0.022,0.849,0.502,4.7488e-05
1.1681392192840576,-1.695,0.024,0.814,0.496,4.7174e-05
1.1669692993164062,-1.684,0.023,0.841,0.502,4.6861e-05
1.1674308776855469,-1.708,0.026,0.906,0.522,4.6547e-05
1.1604881286621094,-1.654,0.032,1.007,0.550,4.6234e-05
1.1604065895080566,-1.632,0.026,1.084,0.570,4.5921e-05
1.1679110527038574,-1.635,0.050,1.175,0.594,4.5607e-05
1.1640658378601074,-1.643,0.026,1.272,0.615,4.5295e-05
1.1638436317443848,-1.687,0.032,1.384,0.637,4.4982e-05
1.1617059707641602,-1.663,0.034,1.427,0.647,4.4669e-05
1.1600916385650635,-1.644,0.045,1.420,0.643,4.4357e-05
1.1684494018554688,-1.619,0.023,1.296,0.613,4.4045e-05
1.1673839092254639,-1.663,0.038,1.160,0.582,4.3733e-05
1.1633098125457764,-1.661,0.025,1.071,0.567,4.3422e-05
1.1661267280578613,-1.671,0.022,1.023,0.562,4.3111e-05
1.161339282989502,-1.686,0.040,1.001,0.561,4.2800e-05
1.1597611904144287,-1.502,0.032,0.981,0.561,4.2489e-05
1.1676218509674072,-1.617,0.043,0.911,0.550,4.2178e-05
1.162278652191162,-1.796,0.031,0.866,0.541,4.1868e-05
1.1708543300628662,-1.750,0.021,0.861,0.535,4.1558e-05
1.1843581199645996,-1.735,0.028,0.874,0.537,4.1249e-05
1.1648669242858887,-1.677,0.021,0.882,0.539,4.0940e-05
1.1668319702148438,-1.690,0.023,0.939,0.557,4.0631e-05
1.168318271636963,-1.730,0.026,1.003,0.577,4.0323e-05
1.1663625240325928,-1.685,0.037,1.097,0.603,4.0015e-05
1.1663310527801514,-1.668,0.029,1.169,0.619,3.9707e-05
1.1608762741088867,-1.731,0.038,1.170,0.614,3.9400e-05
1.1604840755462646,-1.754,0.020,1.171,0.603,3.9093e-05
1.1694154739379883,-1.860,0.030,1.152,0.586,3.8787e-05
1.1692485809326172,-1.624,0.025,1.166,0.581,3.8481e-05
1.1625003814697266,-1.665,0.045,1.122,0.567,3.8175e-05
1.1670258045196533,-1.713,0.023,1.086,0.556,3.7870e-05
1.168761968612671,-1.624,0.022,1.044,0.545,3.7566e-05
1.1771314144134521,-1.728,0.015,0.980,0.530,3.7262e-05
1.1667280197143555,-1.691,0.022,0.934,0.519,3.6958e-05
1.1664245128631592,-1.747,0.021,0.879,0.506,3.6655e-05
1.1657464504241943,-1.673,0.019,0.841,0.497,3.6352e-05
1.1685891151428223,-1.759,0.022,0.840,0.494,3.6051e-05
1.1659810543060303,-1.737,0.029,0.841,0.491,3.5749e-05
1.519282579421997,-1.765,0.028,0.833,0.485,3.5448e-05
1.1689743995666504,-1.640,0.029,0.863,0.487,3.5148e-05
1.1681454181671143,-1.711,0.021,0.922,0.494,3.4848e-05
1.1660752296447754,-1.705,0.027,1.033,0.516,3.4549e-05
1.1667485237121582,-1.788,0.020,1.177,0.546,3.4251e-05
1.1673479080200195,-1.771,0.023,1.303,0.575,3.3953e-05
1.1657559871673584,-1.794,0.018,1.348,0.585,3.3656e-05
1.16762113571167,-1.684,0.023,1.372,0.586,3.3359e-05
1.1676161289215088,-1.732,0.032,1.344,0.576,3.3063e-05
1.1671090126037598,-1.880,0.016,1.336,0.568,3.2768e-05
1.1689281463623047,-1.792,0.026,1.331,0.563,3.2473e-05
1.1676363945007324,-1.664,0.041,1.314,0.559,3.2179e-05
1.1690220832824707,-1.758,0.025,1.299,0.556,3.1886e-05
1.1639859676361084,-1.848,0.023,1.294,0.555,3.1594e-05
1.1673495769500732,-1.718,0.020,1.280,0.556,3.1302e-05
1.1715292930603027,-1.735,0.039,1.233,0.551,3.1011e-05
1.1677334308624268,-1.800,0.031,1.158,0.540,3.0721e-05
1.168555498123169,-1.652,0.038,1.083,0.530,3.0431e-05
1.1686041355133057,-1.858,0.016,1.047,0.524,3.0143e-05
1.1673507690429688,-1.857,0.030,1.033,0.523,2.9855e-05
1.1619458198547363,-1.669,0.023,1.039,0.527,2.9568e-05
1.165771484375,-1.767,0.031,1.061,0.532,2.9281e-05
1.1683275699615479,-1.799,0.023,1.084,0.537,2.8996e-05
1.168898582458496,-1.824,0.025,1.122,0.544,2.8711e-05
1.162820816040039,-1.642,0.037,1.142,0.545,2.8427e-05
1.1601970195770264,-1.765,0.032,1.147,0.541,2.8144e-05
1.1676723957061768,-1.804,0.019,1.158,0.542,2.7862e-05
1.1691124439239502,-1.902,0.021,1.180,0.545,2.7581e-05
1.1678531169891357,-1.774,0.034,1.223,0.554,2.7301e-05
1.168358564376831,-1.799,0.026,1.263,0.567,2.7021e-05
1.1656408309936523,-1.795,0.014,1.289,0.580,2.6743e-05
1.1608681678771973,-1.762,0.025,1.284,0.585,2.6465e-05
1.1725852489471436,-1.815,0.024,1.271,0.589,2.6188e-05
1.1618096828460693,-1.811,0.020,1.251,0.592,2.5912e-05
1.1656603813171387,-1.769,0.028,1.235,0.596,2.5638e-05
1.1636078357696533,-1.853,0.020,1.225,0.598,2.5364e-05
1.165088415145874,-1.646,0.044,1.201,0.595,2.5091e-05
1.160292148590088,-1.825,0.032,1.154,0.583,2.4819e-05
1.1700057983398438,-1.824,0.019,1.103,0.567,2.4548e-05
1.1667323112487793,-1.590,0.034,1.032,0.549,2.4278e-05
1.16630220413208,-1.908,0.022,0.985,0.534,2.4009e-05
1.1679558753967285,-1.742,0.024,0.973,0.528,2.3741e-05
1.1717476844787598,-1.744,0.017,0.988,0.529,2.3475e-05
1.167306900024414,-1.689,0.023,1.024,0.536,2.3209e-05
1.1682138442993164,-1.806,0.015,1.069,0.544,2.2944e-05
1.1688430309295654,-1.823,0.017,1.100,0.550,2.2680e-05
1.1605970859527588,-1.666,0.030,1.106,0.551,2.2418e-05
1.1606841087341309,-1.629,0.031,1.087,0.546,2.2156e-05
1.1630885601043701,-1.748,0.037,1.077,0.544,2.1896e-05
1.1644866466522217,-1.787,0.022,1.084,0.546,2.1637e-05
1.167522668838501,-1.777,0.018,1.099,0.548,2.1378e-05
1.1640141010284424,-1.839,0.019,1.142,0.557,2.1121e-05
27.061033248901367,-1.775,0.028,1.189,0.567,2.0866e-05
1.1639518737792969,-1.767,0.018,1.227,0.577,2.0611e-05
1.1603312492370605,-1.716,0.028,1.229,0.575,2.0357e-05
1.1600489616394043,-1.561,0.044,1.210,0.570,2.0105e-05
1.1638240814208984,-1.818,0.019,1.190,0.561,1.9854e-05
1.1621229648590088,-1.763,0.061,1.170,0.553,1.9604e-05
1.1603505611419678,-1.867,0.021,1.125,0.541,1.9355e-05
1.164426326751709,-1.821,0.028,1.096,0.531,1.9107e-05
1.1665055751800537,-1.755,0.035,1.062,0.519,1.8861e-05
1.160158634185791,-1.735,0.030,1.034,0.507,1.8616e-05
1.1615281105041504,-1.857,0.017,1.013,0.499,1.8372e-05
1.1622776985168457,-1.705,0.024,1.019,0.497,1.8129e-05
1.1659822463989258,-1.804,0.017,1.037,0.498,1.7887e-05
