time,loss,mse_loss,val_loss,val_mse_loss,lr
235.56244492530823,-1.440,0.150,-0.593,0.284,3.4549e-05
236.22211742401123,-1.432,0.142,-0.465,0.192,3.1594e-05
235.9485902786255,-1.433,0.144,-0.680,0.225,2.8711e-05
235.6682574748993,-1.452,0.148,-0.527,0.205,2.5912e-05
235.35668754577637,-1.452,0.144,-0.596,0.250,2.3209e-05
234.7535629272461,-1.443,0.152,0.047,0.292,2.0611e-05
235.5948576927185,-1.429,0.144,-0.304,0.210,1.8129e-05
236.42928814888,-1.436,0.149,-0.260,0.203,1.5773e-05
235.72178721427917,-1.424,0.140,-0.619,0.257,1.3552e-05
236.0602638721466,-1.462,0.147,-0.217,0.320,1.1474e-05
235.76530504226685,-1.450,0.149,0.259,0.295,9.5492e-06
237.39372396469116,-1.394,0.165,-0.488,0.354,7.7837e-06
235.5028510093689,-1.487,0.140,-0.383,0.178,6.1848e-06
235.31402564048767,-1.466,0.148,-0.905,0.181,4.7587e-06
234.6362442970276,-1.443,0.145,-0.564,0.228,3.5113e-06
235.3354618549347,-1.443,0.144,-0.203,0.228,2.4473e-06
235.21003794670105,-1.444,0.144,-0.998,0.201,1.5709e-06
235.4614999294281,-1.365,0.154,-0.333,0.254,8.8574e-07
235.958340883255,-1.027,0.225,-0.430,0.270,3.9436e-07
235.71835088729858,-0.971,0.229,-0.263,0.462,9.8763e-08
237.12414813041687,-1.135,0.190,-0.331,0.300,1.0000e-04
235.28692841529846,-1.204,0.179,-0.699,0.264,9.9901e-05
234.77974104881287,-1.199,0.188,0.082,0.384,9.9606e-05
235.05678176879883,-1.290,0.171,-0.238,0.348,9.9114e-05
235.60042357444763,-1.295,0.173,-0.364,0.283,9.8429e-05
235.47567081451416,-1.316,0.159,-0.696,0.253,9.7553e-05
235.24005365371704,-1.320,0.163,-0.618,0.224,9.6489e-05
234.85260272026062,-1.296,0.168,-0.733,0.258,9.5241e-05
234.81526851654053,-1.312,0.161,-0.853,0.281,9.3815e-05
234.96297955513,-1.313,0.164,-0.276,0.220,9.2216e-05
234.4434196949005,-1.314,0.171,-0.499,0.263,9.0451e-05
234.88489389419556,-1.383,0.154,-0.509,0.228,8.8526e-05
235.03641414642334,-1.395,0.148,-0.724,0.224,8.6448e-05
234.52856302261353,-1.390,0.157,-0.376,0.241,8.4227e-05
235.8275146484375,-1.388,0.157,0.118,0.276,8.1871e-05
234.15456819534302,-1.408,0.151,0.758,0.246,7.9389e-05
240.43324947357178,-1.415,0.149,-0.344,0.240,7.6791e-05
235.0978364944458,-1.414,0.143,0.002,0.298,7.4088e-05
235.39894556999207,-1.442,0.152,0.113,0.291,7.1289e-05
236.0200333595276,-1.405,0.144,-0.526,0.245,6.8406e-05
235.00950288772583,-1.443,0.146,-0.287,0.223,6.5451e-05
235.70106625556946,-1.452,0.140,-0.387,0.231,6.2435e-05
235.61742973327637,-1.461,0.143,-0.360,0.335,5.9369e-05
234.6238238811493,-1.465,0.134,-0.853,0.195,5.6267e-05
235.2562005519867,-1.457,0.146,-0.866,0.198,5.3140e-05
238.1842143535614,-1.508,0.136,-0.221,0.252,5.0000e-05
235.26332569122314,-1.468,0.137,-0.792,0.207,4.6861e-05
235.60146594047546,-1.493,0.135,-0.579,0.214,4.3733e-05
235.70463180541992,-1.495,0.144,-0.938,0.183,4.0631e-05
236.22127509117126,-1.498,0.135,-0.391,0.245,3.7566e-05
234.70994663238525,-1.502,0.138,-0.643,0.201,3.4549e-05
235.08771181106567,-1.503,0.142,-0.320,0.194,3.1594e-05
235.12427949905396,-1.464,0.140,-0.284,0.238,2.8711e-05
240.19795989990234,-1.534,0.136,-0.707,0.218,2.5912e-05
235.10877108573914,-1.511,0.139,-0.916,0.192,2.3209e-05
235.09530401229858,-1.539,0.139,-0.033,0.398,2.0611e-05
234.87421894073486,-1.530,0.135,-0.435,0.179,1.8129e-05
235.6481592655182,-1.502,0.136,-0.484,0.240,1.5773e-05
234.5673394203186,-1.555,0.134,0.182,0.318,1.3552e-05
233.6909818649292,-1.499,0.144,-0.590,0.273,1.1474e-05
235.01078844070435,-1.531,0.134,-0.500,0.214,9.5492e-06
237.387779712677,-1.513,0.139,-0.932,0.169,7.7837e-06
235.51428890228271,-1.529,0.134,-0.872,0.259,6.1848e-06
236.26911854743958,-1.513,0.136,-0.786,0.193,4.7587e-06
234.97248530387878,-1.497,0.141,-0.673,0.181,3.5113e-06
234.61941576004028,-1.481,0.142,-0.567,0.178,2.4473e-06
234.74044632911682,-1.456,0.142,-0.642,0.243,1.5709e-06
235.51378798484802,-1.449,0.147,-0.306,0.417,8.8574e-07
235.20058917999268,-1.280,0.165,-0.846,0.190,3.9436e-07
234.79397583007812,-0.791,0.287,-0.593,0.369,9.8763e-08
257.670339345932,-1.099,0.222,-0.170,0.315,1.0000e-04
234.42926025390625,-1.168,0.205,-0.889,0.241,9.9901e-05
234.60891127586365,-1.301,0.174,-0.659,0.218,9.9606e-05
236.04671621322632,-1.278,0.177,-0.749,0.199,9.9114e-05
235.9397110939026,-1.293,0.176,-0.439,0.239,9.8429e-05
235.9955072402954,-1.311,0.172,0.439,0.494,9.7553e-05
235.6821825504303,-1.338,0.169,-0.954,0.218,9.6489e-05
235.86757898330688,-1.384,0.158,-0.442,0.231,9.5241e-05
235.30259203910828,-1.332,0.163,-0.056,0.218,9.3815e-05
235.18978762626648,-1.386,0.150,-0.147,0.273,9.2216e-05
234.8441562652588,-1.417,0.152,-0.813,0.231,9.0451e-05
234.24224829673767,-1.396,0.154,0.195,0.268,8.8526e-05
236.03314542770386,-1.381,0.155,-0.601,0.255,8.6448e-05
235.22414684295654,-1.411,0.149,-0.310,0.258,8.4227e-05
236.08665871620178,-1.433,0.148,-0.839,0.221,8.1871e-05
234.76730132102966,-1.429,0.147,-0.237,0.241,7.9389e-05
239.2101697921753,-1.430,0.145,0.124,0.422,7.6791e-05
241.05694317817688,-1.451,0.145,-0.475,0.280,7.4088e-05
235.86701226234436,-1.430,0.148,-0.879,0.225,7.1289e-05
235.10981035232544,-1.468,0.136,-0.941,0.182,6.8406e-05
234.93517661094666,-1.471,0.146,-0.844,0.234,6.5451e-05
235.61399745941162,-1.481,0.139,-0.247,0.289,6.2435e-05
234.49070262908936,-1.446,0.139,-0.655,0.197,5.9369e-05
234.70251607894897,-1.470,0.134,-0.390,0.291,5.6267e-05
233.89002776145935,-1.484,0.142,-0.691,0.239,5.3140e-05
238.3373818397522,-1.507,0.137,-0.622,0.183,5.0000e-05
235.2300956249237,-1.512,0.128,-0.048,0.255,4.6861e-05
234.3804748058319,-1.523,0.141,-0.539,0.203,4.3733e-05
234.47411179542542,-1.513,0.135,-0.750,0.204,4.0631e-05
234.27789855003357,-1.525,0.132,-0.542,0.215,3.7566e-05
235.77887606620789,-1.544,0.131,-0.682,0.175,3.4549e-05
235.26678347587585,-1.526,0.138,-0.182,0.217,3.1594e-05
235.41722893714905,-1.536,0.139,-0.794,0.173,2.8711e-05
244.99491214752197,-1.533,0.132,0.211,0.408,2.5912e-05
236.31884860992432,-1.537,0.133,-0.664,0.183,2.3209e-05
235.10428929328918,-1.528,0.139,0.448,0.268,2.0611e-05
234.3981330394745,-1.534,0.130,-1.027,0.176,1.8129e-05
234.71838521957397,-1.555,0.137,-0.525,0.231,1.5773e-05
234.56595873832703,-1.564,0.128,-0.805,0.213,1.3552e-05
234.30535292625427,-1.517,0.133,-0.861,0.172,1.1474e-05
236.14626049995422,-1.483,0.150,-0.513,0.197,9.5492e-06
233.67927646636963,-1.543,0.132,-0.189,0.211,7.7837e-06
234.5566210746765,-1.543,0.132,-0.679,0.166,6.1848e-06
234.83802556991577,-1.540,0.136,-0.160,0.202,4.7587e-06
234.96127820014954,-1.540,0.132,-0.632,0.273,3.5113e-06
234.51244354248047,-1.536,0.138,-0.727,0.181,2.4473e-06
235.32171964645386,-1.532,0.131,-0.687,0.177,1.5709e-06
237.142409324646,-1.495,0.133,-0.648,0.258,8.8574e-07
234.33203506469727,-1.392,0.156,-0.669,0.257,3.9436e-07
235.12809348106384,-1.381,0.145,-0.202,0.249,9.8763e-08
243.7533242702484,-1.418,0.147,0.025,0.260,1.0000e-04
234.88491320610046,-1.462,0.151,-0.208,0.190,9.9901e-05
235.2110207080841,-1.448,0.148,-0.738,0.239,9.9606e-05
233.45417547225952,-1.489,0.143,-0.528,0.203,9.9114e-05
234.48329782485962,-1.491,0.139,-0.220,0.191,9.8429e-05
233.8989908695221,-1.515,0.135,-0.591,0.232,9.7553e-05
235.0540008544922,-1.499,0.137,-0.273,0.341,9.6489e-05
234.23530864715576,-1.438,0.158,-0.841,0.189,9.5241e-05
234.77470779418945,-1.533,0.130,-0.592,0.182,9.3815e-05
234.3237955570221,-1.533,0.135,-0.173,0.203,9.2216e-05
234.34400463104248,-1.512,0.136,-0.674,0.191,9.0451e-05
234.37458109855652,-1.553,0.133,-0.396,0.239,8.8526e-05
233.82250022888184,-1.495,0.159,-0.746,0.200,8.6448e-05
233.71211767196655,-1.553,0.133,-0.609,0.205,8.4227e-05
234.7319037914276,-1.552,0.137,-0.892,0.173,8.1871e-05
234.56027126312256,-1.545,0.138,-0.669,0.185,7.9389e-05
277.45318937301636,-1.546,0.135,-0.834,0.176,7.6791e-05
247.19314098358154,-1.560,0.126,-0.955,0.157,7.4088e-05
235.51621747016907,-1.544,0.138,-0.495,0.259,7.1289e-05
234.98486280441284,-1.565,0.129,0.355,0.288,6.8406e-05
234.68032503128052,-1.588,0.123,-0.458,0.177,6.5451e-05
235.45938110351562,-1.597,0.127,-1.017,0.175,6.2435e-05
235.62945747375488,-1.601,0.119,-0.311,0.211,5.9369e-05
234.5945439338684,-1.575,0.129,-0.758,0.188,5.6267e-05
234.15249705314636,-1.609,0.124,-0.061,0.266,5.3140e-05
238.9010362625122,-1.584,0.128,-0.524,0.190,5.0000e-05
235.32262444496155,-1.613,0.128,-0.855,0.220,4.6861e-05
235.8712875843048,-1.599,0.128,-0.315,0.188,4.3733e-05
234.6296637058258,-1.625,0.126,0.247,0.379,4.0631e-05
235.17627024650574,-1.597,0.129,0.489,0.302,3.7566e-05
234.81221842765808,-1.640,0.123,-0.530,0.226,3.4549e-05
236.37991166114807,-1.607,0.121,0.044,0.290,3.1594e-05
234.6829435825348,-1.604,0.125,-0.459,0.179,2.8711e-05
235.10413479804993,-1.642,0.119,-0.807,0.215,2.5912e-05
235.8171317577362,-1.580,0.137,-0.612,0.183,2.3209e-05
234.77273082733154,-1.586,0.130,-0.293,0.329,2.0611e-05
234.81451654434204,-1.607,0.126,-0.847,0.178,1.8129e-05
234.7544264793396,-1.589,0.137,-0.814,0.199,1.5773e-05
234.51054310798645,-1.646,0.120,-0.603,0.191,1.3552e-05
235.0201711654663,-1.614,0.127,-0.671,0.250,1.1474e-05
235.30967688560486,-1.630,0.120,-0.120,0.277,9.5492e-06
251.5936417579651,-1.604,0.126,-0.562,0.194,7.7837e-06
240.42246294021606,-1.624,0.121,-1.046,0.160,6.1848e-06
234.71386003494263,-1.606,0.128,-0.912,0.154,4.7587e-06
234.845951795578,-1.610,0.131,-1.070,0.193,3.5113e-06
235.6273968219757,-1.574,0.138,-0.504,0.186,2.4473e-06
234.03303360939026,-1.540,0.134,-0.497,0.239,1.5709e-06
234.97382140159607,-1.499,0.132,-1.173,0.170,8.8574e-07
235.1490020751953,-1.469,0.144,inf,0.213,3.9436e-07
234.61493396759033,-1.206,0.180,inf,0.285,9.8763e-08
238.80076670646667,-1.328,0.169,inf,0.970,1.0000e-04
234.84031510353088,-1.428,0.151,inf,0.212,9.9901e-05
235.50268077850342,-1.429,0.154,inf,0.302,9.9606e-05
234.15223145484924,-1.360,0.141,-0.024,0.212,9.9114e-05
234.65875387191772,-1.488,0.141,-0.202,0.216,9.8429e-05
234.3776650428772,-1.507,0.128,-0.762,0.157,9.7553e-05
235.94509029388428,-1.533,0.135,-0.810,0.212,9.6489e-05
236.02850651741028,-1.532,0.130,0.072,0.292,9.5241e-05
247.63607621192932,-1.558,0.133,-0.250,0.190,9.3815e-05
243.772038936615,-1.513,0.138,-0.683,0.232,9.2216e-05
235.71585845947266,-1.565,0.127,-0.870,0.171,9.0451e-05
235.5779333114624,-1.510,0.134,-0.862,0.201,8.8526e-05
234.65079927444458,-1.540,0.133,-0.499,0.186,8.6448e-05
236.03495979309082,-1.596,0.128,-0.589,0.211,8.4227e-05
235.14816308021545,-1.568,0.125,-0.520,0.167,8.1871e-05
234.85261845588684,-1.530,0.133,-0.309,0.212,7.9389e-05
235.03573179244995,-1.588,0.124,-0.686,0.232,7.6791e-05
234.67742562294006,-1.573,0.129,-0.799,0.220,7.4088e-05
235.10825610160828,-1.603,0.124,-0.996,0.183,7.1289e-05
235.15485978126526,-1.565,0.122,-0.149,0.206,6.8406e-05
234.42642974853516,-1.610,0.125,-0.713,0.158,6.5451e-05
235.6679527759552,-1.604,0.120,-0.487,0.178,6.2435e-05
234.42806816101074,-1.594,0.128,-0.801,0.260,5.9369e-05
234.9067792892456,-1.609,0.125,-0.542,0.222,5.6267e-05
237.492516040802,-1.638,0.121,-0.747,0.190,5.3140e-05
241.35396766662598,-1.649,0.117,-0.425,0.215,5.0000e-05
235.8429102897644,-1.624,0.123,-0.597,0.168,4.6861e-05
234.113924741745,-1.593,0.123,-0.981,0.158,4.3733e-05
235.14951848983765,-1.632,0.125,-0.571,0.229,4.0631e-05
234.16399121284485,-1.625,0.119,0.183,0.314,3.7566e-05
234.18519139289856,-1.614,0.122,-0.707,0.162,3.4549e-05
236.86375904083252,-1.634,0.119,-0.431,0.159,3.1594e-05
234.5655279159546,-1.647,0.121,-0.621,0.181,2.8711e-05
234.5291883945465,-1.667,0.117,-0.698,0.195,2.5912e-05
236.54241514205933,-1.678,0.117,-0.137,0.243,2.3209e-05
234.1541383266449,-1.610,0.124,-0.559,0.166,2.0611e-05
234.76651811599731,-1.621,0.118,-0.282,0.222,1.8129e-05
234.90565848350525,-1.638,0.126,-0.911,0.191,1.5773e-05
234.98782229423523,-1.638,0.116,0.395,0.206,1.3552e-05
234.9604630470276,-1.610,0.115,0.016,0.225,1.1474e-05
235.62116122245789,-1.656,0.125,0.100,0.230,9.5492e-06
332.7549891471863,-1.622,0.130,-0.522,0.155,7.7837e-06
265.8959279060364,-1.632,0.125,-0.922,0.234,6.1848e-06
234.7247383594513,-1.646,0.122,-0.350,0.203,4.7587e-06
234.7119345664978,-1.650,0.114,-0.799,0.204,3.5113e-06
234.5705442428589,-1.628,0.129,-0.438,0.202,2.4473e-06
235.9908971786499,-1.427,0.162,-0.457,0.309,1.5709e-06
234.58590841293335,-1.496,0.138,-0.785,0.231,8.8574e-07
234.42007780075073,-1.496,0.142,-0.980,0.239,3.9436e-07
234.61039853096008,-1.553,0.133,-0.803,0.192,9.8763e-08
242.6528604030609,-1.555,0.129,-0.817,0.201,1.0000e-04
233.84421229362488,-1.587,0.125,-0.401,0.202,9.9901e-05
234.63005590438843,-1.597,0.123,-0.744,0.165,9.9606e-05
235.33423399925232,-1.620,0.122,-0.394,0.187,9.9114e-05
234.92277145385742,-1.601,0.118,-0.637,0.242,9.8429e-05
234.65903782844543,-1.637,0.114,-0.617,0.168,9.7553e-05
235.2963936328888,-1.620,0.119,-0.943,0.208,9.6489e-05
286.9814205169678,-1.605,0.123,-0.697,0.210,9.5241e-05
266.16523790359497,-1.649,0.113,-0.945,0.178,9.3815e-05
235.46138334274292,-1.599,0.126,-0.467,0.270,9.2216e-05
234.94007778167725,-1.588,0.122,-0.453,0.246,9.0451e-05
236.81406116485596,-1.621,0.128,-0.706,0.186,8.8526e-05
235.43878269195557,-1.632,0.120,-0.987,0.150,8.6448e-05
234.81087827682495,-1.640,0.120,-0.230,0.229,8.4227e-05
235.39100694656372,-1.633,0.123,-0.775,0.169,8.1871e-05
235.42084670066833,-1.656,0.115,-0.671,0.191,7.9389e-05
241.15516233444214,-1.650,0.114,-0.275,0.526,7.6791e-05
234.86477494239807,inf,0.139,-0.345,0.288,7.4088e-05
236.26929593086243,-1.663,0.119,0.049,0.193,7.1289e-05
235.62287139892578,-1.664,0.114,-0.039,0.218,6.8406e-05
235.35730171203613,-1.669,0.120,-0.329,0.231,6.5451e-05
235.2537877559662,inf,0.119,-0.964,0.160,6.2435e-05
234.98879432678223,-1.679,0.120,-0.799,0.162,5.9369e-05
239.40473747253418,-1.665,0.123,-0.923,0.181,5.6267e-05
259.8850214481354,-1.714,0.109,0.025,0.180,5.3140e-05
239.77699947357178,-1.686,0.111,-1.085,0.174,5.0000e-05
234.29317831993103,-1.713,0.109,-0.789,0.201,4.6861e-05
234.19378328323364,-1.701,0.112,-0.606,0.202,4.3733e-05
234.66677403450012,-1.680,0.117,-0.308,0.198,4.0631e-05
234.58494234085083,-1.679,0.110,0.251,0.221,3.7566e-05
236.83672261238098,-1.670,0.114,-0.880,0.213,3.4549e-05
234.9291627407074,-1.694,0.113,-0.547,0.202,3.1594e-05
235.6833140850067,-1.685,0.117,-0.911,0.182,2.8711e-05
235.08470249176025,-1.704,0.111,-0.563,0.249,2.5912e-05
234.47134590148926,-1.714,0.110,0.357,0.299,2.3209e-05
234.32346534729004,-1.693,0.121,-0.471,0.313,2.0611e-05
233.83733940124512,-1.689,0.116,-0.299,0.253,1.8129e-05
234.73794889450073,-1.700,0.113,-0.263,0.197,1.5773e-05
234.42085576057434,-1.718,0.112,-0.804,0.229,1.3552e-05
234.20395517349243,-1.699,0.114,-1.049,0.142,1.1474e-05
361.3780183792114,-1.688,0.114,-0.813,0.189,9.5492e-06
